Customer ID (Numeric),Activation Date (YYYY-MM),Last Payment Date (YYYY-MM-DD),Cash Advance,Credit Limit,Cash Advance % of Limit
13803,2020-02,2020-08-16,0.0,9000.0,0.0
13804,2020-02,2020-11-01,921.067126,9000.0,10.23407917777778
13805,2020-02,2020-07-11,0.0,1200.0,0.0
13806,2020-02,2020-04-23,373.338524,5200.0,7.179587
13807,2020-02,2020-09-16,559.653063,2000.0,27.982653149999997
13809,2020-02,2020-11-06,0.0,7500.0,0.0
13810,2020-02,2020-10-25,0.0,17500.0,0.0
13811,2020-02,2020-08-12,99.651002,5000.0,1.99302004
13812,2020-02,2020-05-17,0.0,11500.0,0.0
13813,2020-02,2020-08-11,0.0,8000.0,0.0
13814,2020-02,2020-07-05,917.200952,3500.0,26.205741485714285
13815,2020-02,2020-05-09,0.0,9000.0,0.0
13816,2020-02,2020-09-03,0.0,8000.0,0.0
13817,2020-02,2020-08-11,5967.801306,12000.0,49.73167755
13819,2020-02,2020-06-16,0.0,1000.0,0.0
13820,2020-02,2020-06-16,0.0,3000.0,0.0
13821,2020-02,2020-10-11,0.0,3500.0,0.0
13822,2020-02,2020-10-08,2811.456765,6000.0,46.85761275
13823,2020-02,2020-08-18,0.0,1000.0,0.0
13824,2020-02,2020-05-10,898.218922,1400.0,64.15849442857143
13825,2020-02,2020-09-16,0.0,7000.0,0.0
13826,2020-02,2020-05-22,3815.281397,5500.0,69.36875267272727
13827,2020-02,2020-05-29,5338.547155,6000.0,88.97578591666667
13828,2020-02,2020-09-08,2718.185493,3500.0,77.66244265714286
13829,2020-02,2020-07-11,397.992799,3500.0,11.371222828571428
13830,2020-02,2020-07-24,115.413927,1800.0,6.411884833333334
13831,2020-02,2020-05-27,0.0,6000.0,0.0
13832,2020-02,2020-07-08,0.0,11500.0,0.0
13833,2020-02,2020-06-07,0.0,2000.0,0.0
13834,2020-02,2020-05-22,0.0,4800.0,0.0
13835,2020-02,2020-05-30,0.0,6500.0,0.0
13836,2020-02,2020-09-03,0.0,5000.0,0.0
13837,2020-02,2020-06-14,74.22288,1200.0,6.18524
13838,2020-02,2020-06-19,0.0,3000.0,0.0
13839,2020-02,2020-11-04,7003.112284,2500.0,280.12449136
13840,2020-02,2020-07-13,2157.382814,10000.0,21.57382814
13841,2020-02,2020-08-25,1460.353036,3500.0,41.724372457142856
13842,2020-02,2020-08-21,1803.238152,14000.0,12.880272514285714
13843,2020-02,2020-07-06,4469.29969,3000.0,148.97665633333332
13844,2020-02,2020-10-31,0.0,8500.0,0.0
13845,2020-02,2020-10-21,19.081161,1200.0,1.5900967500000003
13846,2020-02,2020-07-31,0.0,4000.0,0.0
13847,2020-02,2020-11-03,1848.938533,2000.0,92.44692665000001
13848,2020-02,2020-05-19,0.0,6000.0,0.0
13849,2020-02,2020-08-10,0.0,9500.0,0.0
13850,2020-02,2020-06-30,2685.118122,9500.0,28.26440128421053
13851,2020-02,2020-04-25,0.0,4300.0,0.0
13852,2020-02,2020-05-23,0.0,6500.0,0.0
13853,2020-02,2020-05-17,0.0,2000.0,0.0
13855,2020-02,2020-09-10,0.0,1500.0,0.0
13856,2020-02,2020-09-29,1249.383941,6700.0,18.647521507462685
13857,2020-02,2020-06-04,0.0,2900.0,0.0
13858,2020-02,2020-10-04,2421.366568,8000.0,30.267082099999996
13859,2020-02,2020-07-01,552.821008,1200.0,46.068417333333336
13860,2020-02,2020-06-09,5802.393776,6000.0,96.70656293333333
13861,2020-02,2020-08-03,99.30138,6000.0,1.655023
13862,2020-02,2020-05-03,801.879454,1000.0,80.1879454
13863,2020-02,2020-06-14,0.0,2500.0,0.0
13864,2020-02,2020-10-23,0.0,7000.0,0.0
13865,2020-02,2020-07-22,4258.489193,6000.0,70.97481988333334
13866,2020-02,2020-10-17,952.495425,1500.0,63.499695
13867,2020-02,2020-06-07,450.089413,5000.0,9.00178826
13868,2020-02,2020-10-01,0.0,4500.0,0.0
13869,2020-02,2020-08-18,2132.877903,4000.0,53.321947575
13870,2020-02,2020-11-05,0.0,9500.0,0.0
13871,2020-02,2020-10-31,56.662525,1200.0,4.721877083333333
13872,2020-02,2020-10-02,261.393051,10000.0,2.6139305100000003
13873,2020-02,2020-07-05,2078.88662,9000.0,23.098740222222226
13874,2020-02,2020-07-02,404.036972,4500.0,8.978599377777778
13875,2020-02,2020-09-13,0.0,6000.0,0.0
13876,2020-02,2020-07-20,451.336788,1800.0,25.074266
13877,2020-02,2020-05-14,64.517949,12000.0,0.537649575
13878,2020-02,2020-06-09,11657.31244,13000.0,89.67163415384614
13879,2020-02,2020-07-18,134.752225,200.0,67.3761125
13881,2020-02,2020-09-23,0.0,4000.0,0.0
13882,2020-02,2020-06-27,0.0,1500.0,0.0
13883,2020-02,2020-09-26,5817.204294,9000.0,64.63560326666666
13884,2020-02,2020-09-11,7216.567867,13000.0,55.51206051538461
13885,2020-02,2020-08-20,0.0,6000.0,0.0
13886,2020-02,2020-08-07,0.0,10000.0,0.0
13887,2020-02,2020-06-11,0.0,1500.0,0.0
13888,2020-02,2020-08-03,353.621982,1500.0,23.5747988
13889,2020-02,2020-08-25,1281.15107,5000.0,25.623021399999995
13890,2020-02,2020-11-01,0.0,4000.0,0.0
13891,2020-02,2020-08-07,0.0,8000.0,0.0
13892,2020-02,2020-07-12,272.436416,1200.0,22.703034666666667
13893,2020-02,2020-08-18,1051.790943,7000.0,15.0255849
13894,2020-02,2020-08-12,0.0,2500.0,0.0
13895,2020-02,2020-10-12,0.0,4000.0,0.0
13896,2020-02,2020-08-05,0.0,16500.0,0.0
13897,2020-02,2020-09-18,0.0,5000.0,0.0
13898,2020-02,2020-07-05,7412.140941,7500.0,98.82854588
13899,2020-02,2020-10-15,0.0,7600.0,0.0
13900,2020-02,2020-10-02,299.710379,9950.0,3.0121646130653263
13901,2020-02,2020-10-23,0.0,1500.0,0.0
13902,2020-02,2020-09-26,0.0,9500.0,0.0
13903,2020-02,2020-08-28,0.0,600.0,0.0
13904,2020-02,2020-11-04,1095.478557,6000.0,18.25797595
13905,2020-02,2020-10-31,0.0,1600.0,0.0
13906,2020-02,2020-08-09,0.0,10500.0,0.0
13907,2020-02,2020-07-23,0.0,4500.0,0.0
13908,2020-02,2020-08-24,2880.208755,5500.0,52.36743190909091
13909,2020-02,2020-07-02,0.0,4500.0,0.0
13910,2020-02,2020-08-29,491.329785,6000.0,8.18882975
13911,2020-02,2020-06-04,0.0,4500.0,0.0
13912,2020-02,2020-11-02,1347.646329,7500.0,17.968617719999997
13913,2020-02,2020-10-27,0.0,9500.0,0.0
13914,2020-02,2020-06-23,20712.67008,16500.0,125.53133381818182
13915,2020-02,2020-06-05,0.0,6000.0,0.0
13916,2020-02,2020-08-05,0.0,1900.0,0.0
13917,2020-02,2020-07-26,0.0,5500.0,0.0
13918,2020-02,2020-07-27,54.180326,1800.0,3.010018111111111
13919,2020-02,2020-05-19,1845.4779,1700.0,108.55752352941177
13920,2020-02,2020-05-30,232.702808,2000.0,11.635140400000001
13921,2020-02,2020-09-23,886.266785,1500.0,59.08445233333334
13922,2020-02,2020-08-11,740.863461,3000.0,24.6954487
13923,2020-02,2020-09-22,0.0,2500.0,0.0
13924,2020-02,2020-05-17,0.0,1000.0,0.0
13925,2020-02,2020-08-23,2990.165538,3000.0,99.67218460000001
13926,2020-02,2020-05-29,3701.78388,3000.0,123.39279599999999
13927,2020-02,2020-07-19,0.0,3000.0,0.0
13928,2020-02,2020-08-07,0.0,7000.0,0.0
13929,2020-02,2020-08-15,4621.713196,3500.0,132.04894845714284
13930,2020-02,2020-10-25,4835.129243,8000.0,60.4391155375
13931,2020-02,2020-10-27,0.0,7500.0,0.0
13932,2020-02,2020-09-18,0.0,7500.0,0.0
13933,2020-02,2020-08-03,3667.84151,5000.0,73.3568302
13934,2020-02,2020-10-31,1998.061069,3000.0,66.60203563333333
13935,2020-02,2020-06-16,0.0,7000.0,0.0
13936,2020-02,2020-06-01,196.593829,4500.0,4.3687517555555555
13937,2020-02,2020-06-30,569.881041,3500.0,16.282315457142857
13938,2020-02,2020-10-18,0.0,1700.0,0.0
13939,2020-02,2020-04-30,2804.289646,9000.0,31.158773844444447
13940,2020-02,2020-10-30,0.0,1800.0,0.0
13941,2020-02,2020-10-01,0.0,1700.0,0.0
13942,2020-02,2020-05-25,1001.605022,1150.0,87.09608886956521
13943,2020-02,2020-05-21,796.641859,10500.0,7.587065323809523
13944,2020-02,2020-04-27,0.0,7000.0,0.0
13945,2020-02,2020-10-23,4066.421468,3500.0,116.18347051428573
13946,2020-02,2020-07-10,0.0,5000.0,0.0
13947,2020-02,2020-10-24,300.531629,2500.0,12.02126516
13948,2020-02,2020-09-15,4070.445699,11000.0,37.00405180909091
13949,2020-02,2020-10-04,0.0,1500.0,0.0
13950,2020-02,2020-08-27,0.0,9000.0,0.0
13951,2020-02,2020-05-21,0.0,5000.0,0.0
13952,2020-02,2020-09-21,0.0,1700.0,0.0
13953,2020-02,2020-05-21,1170.273287,1200.0,97.52277391666667
13954,2020-02,2020-05-09,0.0,6150.0,0.0
13955,2020-02,2020-06-07,0.0,4000.0,0.0
13956,2020-02,2020-06-13,2843.482435,4000.0,71.08706087499999
13957,2020-02,2020-05-27,0.0,1000.0,0.0
13958,2020-02,2020-10-19,289.822557,2000.0,14.491127850000002
13959,2020-02,2020-09-04,0.0,4000.0,0.0
13960,2020-02,2020-08-08,0.0,2500.0,0.0
13961,2020-02,2020-08-01,0.0,5500.0,0.0
13962,2020-02,2020-07-26,0.0,1500.0,0.0
13964,2020-02,2020-10-19,190.242856,6000.0,3.170714266666667
13965,2020-02,2020-08-23,0.0,3000.0,0.0
13966,2020-02,2020-09-22,0.0,5000.0,0.0
13967,2020-02,2020-10-09,4269.018258,7500.0,56.92024343999999
13968,2020-02,2020-10-06,554.604914,4500.0,12.324553644444444
13969,2020-02,2020-04-26,2304.727023,2500.0,92.18908092
13970,2020-02,2020-11-03,0.0,7500.0,0.0
13971,2020-02,2020-05-04,656.112456,6800.0,9.648712588235293
13972,2020-02,2020-08-27,0.0,1700.0,0.0
13973,2020-02,2020-09-25,0.0,9500.0,0.0
13974,2020-02,2020-10-27,0.0,5200.0,0.0
13975,2020-02,2020-11-01,0.0,6000.0,0.0
13977,2020-02,2020-06-15,699.804757,1500.0,46.65365046666667
13978,2020-02,2020-07-23,0.0,12000.0,0.0
13979,2020-02,2020-09-08,0.0,2000.0,0.0
13980,2020-02,2020-06-22,0.0,18000.0,0.0
13981,2020-02,2020-07-07,2344.901285,7500.0,31.265350466666664
13982,2020-02,2020-07-29,0.0,6000.0,0.0
13983,2020-02,2020-08-25,0.0,4000.0,0.0
13984,2020-02,2020-06-08,2866.563908,8000.0,35.83204885000001
13985,2020-02,2020-04-23,2019.865472,7500.0,26.931539626666666
13986,2020-02,2020-06-02,1138.457723,4500.0,25.29906051111111
13987,2020-02,2020-06-08,0.0,4000.0,0.0
13988,2020-02,2020-05-14,0.0,10000.0,0.0
13989,2020-02,2020-06-20,0.0,3000.0,0.0
13990,2020-02,2020-09-05,522.551112,12500.0,4.180408896
13991,2020-02,2020-08-11,0.0,1000.0,0.0
13992,2020-02,2020-08-10,1314.443111,3000.0,43.814770366666664
13993,2020-02,2020-05-01,0.0,10000.0,0.0
13994,2020-02,2020-05-24,1029.77967,1500.0,68.65197799999999
13995,2020-02,2020-07-07,0.0,7000.0,0.0
13996,2020-02,2020-07-18,1829.712153,6000.0,30.495202550000002
13997,2020-02,2020-07-20,0.0,4300.0,0.0
13998,2020-02,2020-09-06,0.0,7500.0,0.0
13999,2020-02,2020-05-08,4467.667258,2500.0,178.70669032
14000,2020-02,2020-06-03,2525.736564,12000.0,21.047804699999997
14001,2020-02,2020-05-10,1414.866215,1500.0,94.32441433333334
14002,2020-02,2020-05-19,0.0,5000.0,0.0
14003,2020-02,2020-08-28,0.0,1200.0,0.0
14004,2020-02,2020-08-11,490.12386,1200.0,40.843655
14005,2020-02,2020-10-09,1306.18399,6000.0,21.769733166666665
14006,2020-02,2020-09-08,265.018687,5000.0,5.30037374
14007,2020-02,2020-07-27,0.0,2000.0,0.0
14008,2020-02,2020-05-27,0.0,1200.0,0.0
14009,2020-02,2020-11-02,0.0,6500.0,0.0
14010,2020-02,2020-04-28,0.0,5000.0,0.0
14011,2020-02,2020-07-26,995.015703,4000.0,24.875392575000003
14012,2020-02,2020-09-07,0.0,4000.0,0.0
14013,2020-02,2020-05-23,1784.023712,3500.0,50.97210605714285
14014,2020-02,2020-06-21,3233.145994,3500.0,92.37559982857142
14015,2020-02,2020-05-03,0.0,7000.0,0.0
14016,2020-02,2020-10-31,4639.195255,6000.0,77.31992091666666
14017,2020-02,2020-07-11,690.668996,1200.0,57.555749666666664
14018,2020-02,2020-08-09,14836.45141,18000.0,82.42473005555556
14019,2020-02,2020-07-02,753.22315,1700.0,44.30724411764706
14020,2020-02,2020-10-11,0.0,10500.0,0.0
14021,2020-02,2020-09-22,1124.284462,1200.0,93.69037183333334
14022,2020-02,2020-09-01,252.98756,1500.0,16.86583733333333
14023,2020-02,2020-10-31,0.0,5000.0,0.0
14024,2020-02,2020-07-25,0.0,1500.0,0.0
14026,2020-02,2020-09-06,0.0,2500.0,0.0
14027,2020-02,2020-10-14,0.0,10000.0,0.0
14028,2020-02,2020-06-27,432.263451,2500.0,17.29053804
14029,2020-02,2020-09-18,0.0,4700.0,0.0
14030,2020-02,2020-09-13,0.0,1500.0,0.0
14031,2020-02,2020-07-28,0.0,2000.0,0.0
14032,2020-02,2020-09-23,366.077141,10000.0,3.66077141
14033,2020-02,2020-10-16,4157.651522,5500.0,75.59366403636363
14034,2020-02,2020-05-04,657.525213,3000.0,21.9175071
14035,2020-02,2020-10-26,367.516136,4500.0,8.167025244444446
14036,2020-02,2020-07-09,3517.845954,12500.0,28.142767631999998
14037,2020-02,2020-08-24,0.0,3000.0,0.0
14038,2020-02,2020-07-15,0.0,4500.0,0.0
14039,2020-02,2020-10-05,0.0,3000.0,0.0
14040,2020-02,2020-06-04,123.468228,3000.0,4.1156076
14041,2020-02,2020-05-31,7363.303617,12500.0,58.906428936
14042,2020-02,2020-08-21,244.694657,3000.0,8.156488566666667
14043,2020-02,2020-09-27,1068.614851,5500.0,19.42936092727273
14044,2020-02,2020-07-05,991.09837,2500.0,39.643934800000004
14045,2020-02,2020-08-20,1359.175968,3500.0,38.83359908571429
14046,2020-02,2020-06-11,0.0,3200.0,0.0
14047,2020-02,2020-10-22,1365.172054,9500.0,14.37023214736842
14048,2020-02,2020-06-11,0.0,12000.0,0.0
14049,2020-02,2020-08-09,0.0,6000.0,0.0
14050,2020-02,2020-07-20,1003.760024,13000.0,7.721230953846154
14051,2020-02,2020-08-01,318.035084,3000.0,10.601169466666665
14052,2020-02,2020-08-18,97.921034,3000.0,3.2640344666666667
14053,2020-02,2020-05-12,75.844786,1800.0,4.213599222222222
14054,2020-02,2020-08-23,0.0,1500.0,0.0
14055,2020-02,2020-09-28,2379.462062,8500.0,27.993671317647063
14056,2020-02,2020-07-10,424.449434,5000.0,8.48898868
14057,2020-02,2020-09-09,0.0,7500.0,0.0
14058,2020-02,2020-08-04,0.0,6000.0,0.0
14059,2020-02,2020-08-07,0.0,4500.0,0.0
14060,2020-02,2020-08-21,119.377631,1200.0,9.948135916666665
14061,2020-02,2020-08-19,0.0,2500.0,0.0
14062,2020-02,2020-05-05,0.0,2000.0,0.0
14063,2020-02,2020-07-17,956.089092,1200.0,79.674091
14064,2020-02,2020-08-19,0.0,4000.0,0.0
14065,2020-02,2020-08-01,0.0,7000.0,0.0
14066,2020-02,2020-10-12,0.0,10000.0,0.0
14067,2020-02,2020-10-02,0.0,6000.0,0.0
14068,2020-02,2020-10-25,0.0,7000.0,0.0
14069,2020-02,2020-10-05,0.0,11000.0,0.0
14070,2020-02,2020-11-06,930.459784,6500.0,14.314765907692308
14071,2020-02,2020-06-02,0.0,1400.0,0.0
14072,2020-02,2020-05-19,1986.427611,11500.0,17.273283573913044
14073,2020-02,2020-05-18,0.0,5500.0,0.0
14074,2020-02,2020-07-03,0.0,3000.0,0.0
14075,2020-02,2020-09-11,0.0,2300.0,0.0
14076,2020-02,2020-11-03,0.0,1500.0,0.0
14077,2020-02,2020-05-17,1238.746947,3000.0,41.291564900000004
14078,2020-02,2020-05-09,0.0,9000.0,0.0
14079,2020-02,2020-07-28,478.838983,6300.0,7.600618777777777
14080,2020-02,2020-05-31,0.0,13500.0,0.0
14081,2020-02,2020-08-28,0.0,1400.0,0.0
14082,2020-02,2020-08-30,0.0,7000.0,0.0
14083,2020-02,2020-09-07,1818.821088,2500.0,72.75284352
14084,2020-02,2020-08-11,1930.273374,5500.0,35.09587952727273
14085,2020-02,2020-08-27,215.632774,1200.0,17.969397833333332
14086,2020-02,2020-10-11,396.233514,5000.0,7.92467028
14087,2020-02,2020-08-07,0.0,6500.0,0.0
14088,2020-02,2020-07-09,0.0,6500.0,0.0
14089,2020-02,2020-09-09,0.0,1600.0,0.0
14090,2020-02,2020-05-12,1677.787494,1500.0,111.85249959999999
14091,2020-02,2020-10-15,995.062078,4000.0,24.87655195
14092,2020-02,2020-10-09,0.0,2500.0,0.0
14094,2020-02,2020-08-10,96.59138,1500.0,6.439425333333333
14095,2020-02,2020-08-30,86.437024,1200.0,7.203085333333332
14096,2020-02,2020-09-03,2992.209093,12000.0,24.935075774999998
14097,2020-02,2020-05-13,0.0,4000.0,0.0
14098,2020-02,2020-08-18,839.112534,1200.0,69.92604449999999
14099,2020-02,2020-08-20,0.0,3000.0,0.0
14100,2020-02,2020-10-20,396.568016,4000.0,9.9142004
14101,2020-02,2020-10-22,4104.980885,6500.0,63.15355207692308
14102,2020-02,2020-10-24,1110.062064,6000.0,18.501034399999998
14103,2020-02,2020-10-07,0.0,6000.0,0.0
14104,2020-02,2020-06-10,837.67896,1700.0,49.27523294117647
14105,2020-02,2020-06-17,0.0,3000.0,0.0
14106,2020-02,2020-11-04,0.0,1500.0,0.0
14107,2020-02,2020-07-30,0.0,4000.0,0.0
14108,2020-02,2020-10-09,1803.871026,10500.0,17.179724057142856
14109,2020-02,2020-07-27,0.0,7500.0,0.0
14111,2020-02,2020-07-15,0.0,1000.0,0.0
14112,2020-02,2020-09-27,3041.330064,6000.0,50.688834400000005
14113,2020-02,2020-05-20,766.181321,6000.0,12.769688683333333
14114,2020-02,2020-09-08,286.576749,5000.0,5.73153498
14115,2020-02,2020-08-21,0.0,8500.0,0.0
14116,2020-02,2020-04-28,287.27997,8500.0,3.3797643529411765
14117,2020-02,2020-11-04,0.0,5000.0,0.0
14119,2020-02,2020-06-05,301.200047,4650.0,6.4774203655913976
14120,2020-02,2020-08-24,1870.142289,11500.0,16.26210686086956
14121,2020-02,2020-06-25,0.0,9000.0,0.0
14122,2020-02,2020-06-16,1013.616077,10000.0,10.13616077
14123,2020-02,2020-05-02,1916.483068,7000.0,27.378329542857145
14124,2020-02,2020-09-02,0.0,4500.0,0.0
14125,2020-02,2020-05-12,1113.534935,1200.0,92.79457791666665
14126,2020-02,2020-06-18,0.0,6000.0,0.0
14127,2020-02,2020-06-29,0.0,5000.0,0.0
14128,2020-02,2020-06-26,0.0,13500.0,0.0
14129,2020-02,2020-10-17,0.0,8000.0,0.0
14130,2020-02,2020-07-08,2772.592928,17500.0,15.84338816
14131,2020-02,2020-09-09,6629.320612,6000.0,110.48867686666668
14132,2020-02,2020-10-21,8416.854736,5000.0,168.33709471999998
14133,2020-02,2020-06-18,0.0,7500.0,0.0
14134,2020-02,2020-06-02,1285.120888,1500.0,85.67472586666666
14135,2020-02,2020-09-06,181.64979,2500.0,7.2659916
14136,2020-02,2020-06-10,3097.33974,6000.0,51.622329
14138,2020-02,2020-11-05,642.862505,1500.0,42.857500333333334
14139,2020-02,2020-08-08,0.0,6000.0,0.0
14140,2020-02,2020-08-19,925.399531,1500.0,61.69330206666667
14141,2020-02,2020-08-31,0.0,12500.0,0.0
14142,2020-02,2020-08-18,0.0,15000.0,0.0
14143,2020-02,2020-10-04,0.0,16500.0,0.0
14144,2020-02,2020-06-16,4446.461559,9000.0,49.40512843333333
14145,2020-02,2020-09-24,0.0,1000.0,0.0
14146,2020-02,2020-06-24,0.0,6000.0,0.0
14147,2020-02,2020-10-28,0.0,11000.0,0.0
14148,2020-02,2020-05-23,200.865502,1500.0,13.391033466666666
14149,2020-02,2020-08-22,0.0,3000.0,0.0
14150,2020-02,2020-09-30,0.0,7000.0,0.0
14151,2020-02,2020-05-08,1567.042271,3500.0,44.77263631428571
14152,2020-02,2020-10-14,2892.511237,3000.0,96.41704123333334
14153,2020-02,2020-07-09,0.0,2000.0,0.0
14154,2020-02,2020-08-13,6537.278532,3000.0,217.9092844
14155,2020-02,2020-05-30,4497.284924,4500.0,99.93966497777777
14156,2020-02,2020-10-15,0.0,2600.0,0.0
14157,2020-02,2020-09-07,1619.692655,9000.0,17.996585055555556
14158,2020-02,2020-08-28,0.0,3000.0,0.0
14159,2020-02,2020-05-18,0.0,7100.0,0.0
14161,2020-02,2020-07-11,1063.852745,3000.0,35.46175816666666
14162,2020-02,2020-09-17,0.0,16500.0,0.0
14163,2020-02,2020-05-14,0.0,500.0,0.0
14164,2020-02,2020-07-19,0.0,4500.0,0.0
14165,2020-02,2020-10-18,0.0,4000.0,0.0
14166,2020-02,2020-07-28,0.0,7800.0,0.0
14167,2020-02,2020-05-25,58.443227,1200.0,4.870268916666666
14168,2020-02,2020-10-21,0.0,6000.0,0.0
14169,2020-02,2020-09-19,0.0,5000.0,0.0
14170,2020-02,2020-07-01,0.0,3000.0,0.0
14171,2020-02,2020-07-21,2018.794348,3000.0,67.29314493333332
14172,2020-02,2020-07-04,18.149946,9000.0,0.20166606666666667
14173,2020-02,2020-07-10,0.0,2900.0,0.0
14174,2020-02,2020-05-02,0.0,1700.0,0.0
14175,2020-02,2020-05-31,0.0,3000.0,0.0
14177,2020-02,2020-07-22,774.229185,1800.0,43.0127325
14178,2020-02,2020-05-23,5795.971155,18000.0,32.19983975
14179,2020-02,2020-05-13,550.830512,2500.0,22.033220479999997
14180,2020-02,2020-07-07,1895.470431,4500.0,42.121565133333334
14181,2020-02,2020-08-30,4233.413107,3000.0,141.11377023333333
14182,2020-02,2020-06-26,438.384856,1500.0,29.225657066666667
14183,2020-02,2020-04-27,0.0,3000.0,0.0
14184,2020-02,2020-09-08,0.0,2500.0,0.0
14185,2020-02,2020-08-03,3726.752857,11500.0,32.4065465826087
14186,2020-02,2020-09-29,470.095785,1000.0,47.009578499999996
14187,2020-02,2020-10-06,0.0,1000.0,0.0
14188,2020-02,2020-07-25,0.0,2500.0,0.0
14189,2020-02,2020-06-03,0.0,2500.0,0.0
14190,2020-02,2020-11-05,5146.349321,7500.0,68.61799094666667
14191,2020-02,2020-11-03,0.0,7500.0,0.0
14192,2020-02,2020-06-14,0.0,6500.0,0.0
14193,2020-02,2020-08-09,875.275758,3000.0,29.175858599999998
14194,2020-02,2020-05-30,0.0,3000.0,0.0
14195,2020-02,2020-10-22,1534.856631,1500.0,102.32377540000002
14196,2020-02,2020-08-17,54.866583,1200.0,4.57221525
14197,2020-02,2020-04-28,0.0,5500.0,0.0
14198,2020-02,2020-10-08,0.0,3000.0,0.0
14199,2020-02,2020-05-01,79.975453,1200.0,6.6646210833333335
14200,2020-02,2020-05-31,2780.106659,4500.0,61.78014797777778
14201,2020-02,2020-10-22,0.0,3000.0,0.0
14202,2020-02,2020-09-14,0.0,6000.0,0.0
14203,2020-02,2020-05-19,0.0,1200.0,0.0
14204,2020-02,2020-09-01,830.455855,2500.0,33.218234200000005
14205,2020-02,2020-10-18,2710.679764,18500.0,14.652323048648649
14206,2020-02,2020-06-08,0.0,2000.0,0.0
14207,2020-02,2020-05-28,12178.96258,8000.0,152.23703225
14208,2020-02,2020-10-06,0.0,8500.0,0.0
14209,2020-02,2020-10-22,2705.839993,3000.0,90.19466643333334
14210,2020-02,2020-06-14,1156.434609,3500.0,33.04098882857143
14211,2020-02,2020-06-29,711.169986,6000.0,11.8528331
14212,2020-02,2020-07-20,0.0,1700.0,0.0
14213,2020-02,2020-05-12,5281.049743,5000.0,105.62099485999998
14214,2020-02,2020-08-25,2032.983385,1200.0,169.41528208333335
14215,2020-02,2020-05-28,0.0,3000.0,0.0
14216,2020-02,2020-11-03,1434.153185,5500.0,26.075512454545454
14217,2020-02,2020-04-27,144.330518,3000.0,4.811017266666667
14218,2020-02,2020-05-08,0.0,14000.0,0.0
14219,2020-02,2020-08-06,5831.378,13000.0,44.85675384615384
14220,2020-02,2020-05-18,0.0,2150.0,0.0
14221,2020-02,2020-07-08,0.0,3000.0,0.0
14222,2020-02,2020-05-04,0.0,6000.0,0.0
14223,2020-02,2020-05-31,166.160258,1200.0,13.846688166666665
14224,2020-02,2020-05-25,0.0,1000.0,0.0
14225,2020-02,2020-09-01,0.0,6000.0,0.0
14226,2020-02,2020-07-22,0.0,1800.0,0.0
14227,2020-02,2020-05-06,266.614527,3500.0,7.617557914285715
14228,2020-02,2020-05-31,1074.347669,9500.0,11.308922831578947
14229,2020-02,2020-07-10,1253.614385,1500.0,83.57429233333335
14230,2020-02,2020-06-06,0.0,6500.0,0.0
14231,2020-02,2020-11-03,0.0,1200.0,0.0
14232,2020-02,2020-10-24,368.716548,8500.0,4.3378417411764705
14233,2020-02,2020-09-28,0.0,7500.0,0.0
14234,2020-02,2020-07-07,279.060127,750.0,37.20801693333334
14235,2020-02,2020-09-16,0.0,5600.0,0.0
14236,2020-02,2020-08-13,0.0,5000.0,0.0
14237,2020-02,2020-08-29,962.466343,1800.0,53.470352388888884
14238,2020-02,2020-08-31,0.0,5000.0,0.0
14239,2020-02,2020-06-11,1830.046883,6000.0,30.50078138333333
14240,2020-02,2020-05-03,0.0,7000.0,0.0
14241,2020-02,2020-05-06,4127.528187,12000.0,34.396068225
14242,2020-02,2020-04-23,0.0,5500.0,0.0
14243,2020-02,2020-06-18,0.0,1500.0,0.0
14244,2020-02,2020-09-24,39.348512,6000.0,0.6558085333333333
14245,2020-02,2020-08-04,4327.056723,2500.0,173.08226892
14246,2020-02,2020-05-01,0.0,7500.0,0.0
14247,2020-02,2020-08-01,1183.00691,5000.0,23.6601382
14248,2020-02,2020-09-14,1470.99071,6000.0,24.516511833333336
14249,2020-02,2020-06-15,0.0,7000.0,0.0
14250,2020-02,2020-08-18,0.0,3000.0,0.0
14251,2020-02,2020-05-18,385.830526,6900.0,5.591746753623188
14252,2020-02,2020-08-05,0.0,2000.0,0.0
14253,2020-02,2020-05-12,3406.374587,3500.0,97.32498819999999
14254,2020-02,2020-07-21,466.60762,4000.0,11.6651905
14255,2020-02,2020-04-30,1425.965785,4000.0,35.649144625
14256,2020-02,2020-10-23,0.0,22000.0,0.0
14257,2020-02,2020-06-01,0.0,2000.0,0.0
14258,2020-02,2020-07-10,0.0,1500.0,0.0
14259,2020-02,2020-06-15,178.893987,5000.0,3.5778797399999998
14260,2020-02,2020-09-02,3604.51247,11000.0,32.76829518181819
14261,2020-02,2020-06-11,779.396921,3000.0,25.979897366666666
14262,2020-02,2020-07-24,0.0,13000.0,0.0
14263,2020-02,2020-10-04,0.0,7000.0,0.0
14264,2020-02,2020-09-14,4548.057776,10500.0,43.314835961904755
14265,2020-02,2020-08-30,0.0,1500.0,0.0
14266,2020-02,2020-07-04,2934.748266,4500.0,65.21662813333333
14267,2020-02,2020-05-24,144.37846,1500.0,9.625230666666667
14268,2020-02,2020-06-11,0.0,2000.0,0.0
14269,2020-02,2020-10-31,0.0,1500.0,0.0
14270,2020-02,2020-10-28,0.0,6500.0,0.0
14271,2020-02,2020-06-03,2452.383654,6500.0,37.7289792923077
14272,2020-02,2020-09-19,0.0,2500.0,0.0
